10.4755,11.7091,10.7564,6.72664,5.96646,8.70117,10.7124,13.7139,14.7309,12.2689,
11.7091,10.7564,6.72664,5.96646,8.70117,10.7124,13.7139,14.7309,12.2689,9.32327,
10.7564,6.72664,5.96646,8.70117,10.7124,13.7139,14.7309,12.2689,9.32327,9.07845,
6.72664,5.96646,8.70117,10.7124,13.7139,14.7309,12.2689,9.32327,9.07845,9.66089,
5.96646,8.70117,10.7124,13.7139,14.7309,12.2689,9.32327,9.07845,9.66089,10.1976,
8.70117,10.7124,13.7139,14.7309,12.2689,9.32327,9.07845,9.66089,10.1976,11.8035,
10.7124,13.7139,14.7309,12.2689,9.32327,9.07845,9.66089,10.1976,11.8035,13.8071,
13.7139,14.7309,12.2689,9.32327,9.07845,9.66089,10.1976,11.8035,13.8071,14.4429,
14.7309,12.2689,9.32327,9.07845,9.66089,10.1976,11.8035,13.8071,14.4429,10.9994,
12.2689,9.32327,9.07845,9.66089,10.1976,11.8035,13.8071,14.4429,10.9994,6.691,
9.32327,9.07845,9.66089,10.1976,11.8035,13.8071,14.4429,10.9994,6.691,6.00371,
9.07845,9.66089,10.1976,11.8035,13.8071,14.4429,10.9994,6.691,6.00371,8.04321,
9.66089,10.1976,11.8035,13.8071,14.4429,10.9994,6.691,6.00371,8.04321,10.3681,
10.1976,11.8035,13.8071,14.4429,10.9994,6.691,6.00371,8.04321,10.3681,11.9417,
11.8035,13.8071,14.4429,10.9994,6.691,6.00371,8.04321,10.3681,11.9417,11.7855,
13.8071,14.4429,10.9994,6.691,6.00371,8.04321,10.3681,11.9417,11.7855,11.395,
14.4429,10.9994,6.691,6.00371,8.04321,10.3681,11.9417,11.7855,11.395,11.9495,
10.9994,6.691,6.00371,8.04321,10.3681,11.9417,11.7855,11.395,11.9495,12.0786,
6.691,6.00371,8.04321,10.3681,11.9417,11.7855,11.395,11.9495,12.0786,9.26038,
6.00371,8.04321,10.3681,11.9417,11.7855,11.395,11.9495,12.0786,9.26038,6.96696,
8.04321,10.3681,11.9417,11.7855,11.395,11.9495,12.0786,9.26038,6.96696,4.49106,
10.3681,11.9417,11.7855,11.395,11.9495,12.0786,9.26038,6.96696,4.49106,2.67996,
11.9417,11.7855,11.395,11.9495,12.0786,9.26038,6.96696,4.49106,2.67996,4.57987,
11.7855,11.395,11.9495,12.0786,9.26038,6.96696,4.49106,2.67996,4.57987,4.79342,
11.395,11.9495,12.0786,9.26038,6.96696,4.49106,2.67996,4.57987,4.79342,6.04354,
11.9495,12.0786,9.26038,6.96696,4.49106,2.67996,4.57987,4.79342,6.04354,7.81373,
12.0786,9.26038,6.96696,4.49106,2.67996,4.57987,4.79342,6.04354,7.81373,8.67008,
9.26038,6.96696,4.49106,2.67996,4.57987,4.79342,6.04354,7.81373,8.67008,9.05287,
6.96696,4.49106,2.67996,4.57987,4.79342,6.04354,7.81373,8.67008,9.05287,9.03234,
4.49106,2.67996,4.57987,4.79342,6.04354,7.81373,8.67008,9.05287,9.03234,8.06244,
2.67996,4.57987,4.79342,6.04354,7.81373,8.67008,9.05287,9.03234,8.06244,5.5898,
4.57987,4.79342,6.04354,7.81373,8.67008,9.05287,9.03234,8.06244,5.5898,5.19044,
4.79342,6.04354,7.81373,8.67008,9.05287,9.03234,8.06244,5.5898,5.19044,5.75428,
6.04354,7.81373,8.67008,9.05287,9.03234,8.06244,5.5898,5.19044,5.75428,6.36141,
7.81373,8.67008,9.05287,9.03234,8.06244,5.5898,5.19044,5.75428,6.36141,7.34161,
8.67008,9.05287,9.03234,8.06244,5.5898,5.19044,5.75428,6.36141,7.34161,6.68707,
9.05287,9.03234,8.06244,5.5898,5.19044,5.75428,6.36141,7.34161,6.68707,6.04624,
9.03234,8.06244,5.5898,5.19044,5.75428,6.36141,7.34161,6.68707,6.04624,4.84807,
8.06244,5.5898,5.19044,5.75428,6.36141,7.34161,6.68707,6.04624,4.84807,5.01233,
5.5898,5.19044,5.75428,6.36141,7.34161,6.68707,6.04624,4.84807,5.01233,5.35685,
5.19044,5.75428,6.36141,7.34161,6.68707,6.04624,4.84807,5.01233,5.35685,7.9666,
5.75428,6.36141,7.34161,6.68707,6.04624,4.84807,5.01233,5.35685,7.9666,8.71845,
6.36141,7.34161,6.68707,6.04624,4.84807,5.01233,5.35685,7.9666,8.71845,8.38951,
7.34161,6.68707,6.04624,4.84807,5.01233,5.35685,7.9666,8.71845,8.38951,8.81578,
6.68707,6.04624,4.84807,5.01233,5.35685,7.9666,8.71845,8.38951,8.81578,9.22904,
6.04624,4.84807,5.01233,5.35685,7.9666,8.71845,8.38951,8.81578,9.22904,9.73823,
4.84807,5.01233,5.35685,7.9666,8.71845,8.38951,8.81578,9.22904,9.73823,9.32564,
5.01233,5.35685,7.9666,8.71845,8.38951,8.81578,9.22904,9.73823,9.32564,7.19464,
5.35685,7.9666,8.71845,8.38951,8.81578,9.22904,9.73823,9.32564,7.19464,5.54737,
7.9666,8.71845,8.38951,8.81578,9.22904,9.73823,9.32564,7.19464,5.54737,4.52895,
8.71845,8.38951,8.81578,9.22904,9.73823,9.32564,7.19464,5.54737,4.52895,4.61464,
8.38951,8.81578,9.22904,9.73823,9.32564,7.19464,5.54737,4.52895,4.61464,8.04077,
8.81578,9.22904,9.73823,9.32564,7.19464,5.54737,4.52895,4.61464,8.04077,11.9693,
9.22904,9.73823,9.32564,7.19464,5.54737,4.52895,4.61464,8.04077,11.9693,12.6544,
9.73823,9.32564,7.19464,5.54737,4.52895,4.61464,8.04077,11.9693,12.6544,11.8814,
9.32564,7.19464,5.54737,4.52895,4.61464,8.04077,11.9693,12.6544,11.8814,10.5727,
7.19464,5.54737,4.52895,4.61464,8.04077,11.9693,12.6544,11.8814,10.5727,8.89051,
5.54737,4.52895,4.61464,8.04077,11.9693,12.6544,11.8814,10.5727,8.89051,5.35369,
4.52895,4.61464,8.04077,11.9693,12.6544,11.8814,10.5727,8.89051,5.35369,5.21569,
4.61464,8.04077,11.9693,12.6544,11.8814,10.5727,8.89051,5.35369,5.21569,6.79454,
8.04077,11.9693,12.6544,11.8814,10.5727,8.89051,5.35369,5.21569,6.79454,8.11948,
11.9693,12.6544,11.8814,10.5727,8.89051,5.35369,5.21569,6.79454,8.11948,8.14151,
