26.0536,10.764,12.6067,10.2742,11.6939,17.587,13.3262,8.70714,7.1221,10.7379,33.6449,29.1554,0.153985,1
24.2944,12.6067,10.2742,11.6939,17.587,13.3262,8.70714,7.1221,10.7379,10.2452,34.5748,26.5672,0.301409,1
22.3364,10.2742,11.6939,17.587,13.3262,8.70714,7.1221,10.7379,10.2452,9.97833,39.5551,28.1052,0.407393,1
21.0063,11.6939,17.587,13.3262,8.70714,7.1221,10.7379,10.2452,9.97833,9.49083,42.607,30.9614,0.376133,1
20.6572,17.587,13.3262,8.70714,7.1221,10.7379,10.2452,9.97833,9.49083,9.72815,39.6203,29.7143,0.333373,1
21.0963,13.3262,8.70714,7.1221,10.7379,10.2452,9.97833,9.49083,9.72815,7.88631,29.1554,29.1973,-0.00143515,1
21.5428,8.70714,7.1221,10.7379,10.2452,9.97833,9.49083,9.72815,7.88631,8.5448,26.5672,27.1053,-0.0198527,1
21.0126,7.1221,10.7379,10.2452,9.97833,9.49083,9.72815,7.88631,8.5448,7.46217,28.1052,26.1593,0.0743878,1
19.4216,10.7379,10.2452,9.97833,9.49083,9.72815,7.88631,8.5448,7.46217,11.636,30.9614,23.8933,0.295822,1
18.0034,10.2452,9.97833,9.49083,9.72815,7.88631,8.5448,7.46217,11.636,10.526,29.7143,27.643,0.0749329,1
17.8192,9.97833,9.49083,9.72815,7.88631,8.5448,7.46217,11.636,10.526,8.43273,29.1973,29.6242,-0.0144099,1
18.6954,9.49083,9.72815,7.88631,8.5448,7.46217,11.636,10.526,8.43273,7.98879,27.1053,30.5948,-0.114054,1
19.8776,9.72815,7.88631,8.5448,7.46217,11.636,10.526,8.43273,7.98879,7.25121,26.1593,26.9476,-0.0292532,1
20.754,7.88631,8.5448,7.46217,11.636,10.526,8.43273,7.98879,7.25121,7.4212,23.8933,23.6727,0.00931633,1
20.7283,8.5448,7.46217,11.636,10.526,8.43273,7.98879,7.25121,7.4212,6.78406,27.643,22.6612,0.219836,1
20.0358,7.46217,11.636,10.526,8.43273,7.98879,7.25121,7.4212,6.78406,8.44038,29.6242,21.4565,0.380665,1
18.9407,11.636,10.526,8.43273,7.98879,7.25121,7.4212,6.78406,8.44038,8.32971,30.5948,22.6456,0.351022,1
17.7788,10.526,8.43273,7.98879,7.25121,7.4212,6.78406,8.44038,8.32971,8.52032,26.9476,23.5542,0.144068,1
17.643,8.43273,7.98879,7.25121,7.4212,6.78406,8.44038,8.32971,8.52032,9.06946,23.6727,25.2904,-0.0639641,1
18.1263,7.98879,7.25121,7.4212,6.78406,8.44038,8.32971,8.52032,9.06946,8.86087,22.6612,25.9195,-0.125708,1
18.9556,7.25121,7.4212,6.78406,8.44038,8.32971,8.52032,9.06946,8.86087,9.14692,21.4565,26.4506,-0.188811,1
19.5112,7.4212,6.78406,8.44038,8.32971,8.52032,9.06946,8.86087,9.14692,7.52542,22.6456,27.0772,-0.163665,1
19.4518,6.78406,8.44038,8.32971,8.52032,9.06946,8.86087,9.14692,7.52542,8.65077,23.5542,25.5332,-0.0775089,1
19.2191,8.44038,8.32971,8.52032,9.06946,8.86087,9.14692,7.52542,8.65077,15.5938,25.2904,25.3231,-0.00129099,1
19.8768,8.32971,8.52032,9.06946,8.86087,9.14692,7.52542,8.65077,15.5938,14.8958,25.9195,31.7699,-0.18415,1
21.218,8.52032,9.06946,8.86087,9.14692,7.52542,8.65077,15.5938,14.8958,10.0001,26.4506,39.1404,-0.32421,1
22.8654,9.06946,8.86087,9.14692,7.52542,8.65077,15.5938,14.8958,10.0001,9.20275,27.0772,40.4897,-0.331256,1
24.3947,8.86087,9.14692,7.52542,8.65077,15.5938,14.8958,10.0001,9.20275,8.93788,25.5332,34.0987,-0.251197,1
25.35,9.14692,7.52542,8.65077,15.5938,14.8958,10.0001,9.20275,8.93788,7.94608,25.3231,28.1407,-0.100126,1
25.4868,7.52542,8.65077,15.5938,14.8958,10.0001,9.20275,8.93788,7.94608,7.73759,31.7699,26.0867,0.217859,1
24.3836,8.65077,15.5938,14.8958,10.0001,9.20275,8.93788,7.94608,7.73759,7.26915,39.1404,24.6215,0.589679,1
22.1692,15.5938,14.8958,10.0001,9.20275,8.93788,7.94608,7.73759,7.26915,6.8734,40.4897,22.9528,0.764041,1
19.5614,14.8958,10.0001,9.20275,8.93788,7.94608,7.73759,7.26915,6.8734,7.03064,34.0987,21.8801,0.558431,1
18.1229,10.0001,9.20275,8.93788,7.94608,7.73759,7.26915,6.8734,7.03064,7.74386,28.1407,21.1732,0.329074,1
17.6855,9.20275,8.93788,7.94608,7.73759,7.26915,6.8734,7.03064,7.74386,7.98223,26.0867,21.6479,0.205046,1
18.0363,8.93788,7.94608,7.73759,7.26915,6.8734,7.03064,7.74386,7.98223,11.1777,24.6215,22.7567,0.0819457,1
19.3635,7.94608,7.73759,7.26915,6.8734,7.03064,7.74386,7.98223,11.1777,11.9843,22.9528,26.9038,-0.146855,1
21.1784,7.73759,7.26915,6.8734,7.03064,7.74386,7.98223,11.1777,11.9843,10.2254,21.8801,31.1442,-0.297457,1
22.5947,7.26915,6.8734,7.03064,7.74386,7.98223,11.1777,11.9843,10.2254,7.37942,21.1732,33.3873,-0.365832,1
22.9581,6.8734,7.03064,7.74386,7.98223,11.1777,11.9843,10.2254,7.37942,7.11313,21.6479,29.5891,-0.268382,1
22.4694,7.03064,7.74386,7.98223,11.1777,11.9843,10.2254,7.37942,7.11313,9.25421,22.7567,24.7179,-0.0793428,1
21.2652,7.74386,7.98223,11.1777,11.9843,10.2254,7.37942,7.11313,9.25421,7.22676,26.9038,23.7468,0.132945,1
19.5503,7.98223,11.1777,11.9843,10.2254,7.37942,7.11313,9.25421,7.22676,6.40829,31.1442,23.5941,0.32,1
17.9855,11.1777,11.9843,10.2254,7.37942,7.11313,9.25421,7.22676,6.40829,8.30432,33.3873,22.8893,0.458647,1
17.1884,11.9843,10.2254,7.37942,7.11313,9.25421,7.22676,6.40829,8.30432,8.21627,29.5891,21.9394,0.348675,1
17.5706,10.2254,7.37942,7.11313,9.25421,7.22676,6.40829,8.30432,8.21627,6.69267,24.7179,22.9289,0.0780254,1
18.4624,7.37942,7.11313,9.25421,7.22676,6.40829,8.30432,8.21627,6.69267,6.1954,23.7468,23.2133,0.0229825,1
19.0513,7.11313,9.25421,7.22676,6.40829,8.30432,8.21627,6.69267,6.1954,6.75113,23.5941,21.1043,0.117974,1
18.7435,9.25421,7.22676,6.40829,8.30432,8.21627,6.69267,6.1954,6.75113,5.9766,22.8893,19.6392,0.165488,1
17.9152,7.22676,6.40829,8.30432,8.21627,6.69267,6.1954,6.75113,5.9766,6.06897,21.9394,18.9231,0.159394,1
17.017,6.40829,8.30432,8.21627,6.69267,6.1954,6.75113,5.9766,6.06897,5.46524,22.9289,18.7967,0.219835,1
16.0584,8.30432,8.21627,6.69267,6.1954,6.75113,5.9766,6.06897,5.46524,5.29123,23.2133,17.5108,0.325653,1
15.1437,8.21627,6.69267,6.1954,6.75113,5.9766,6.06897,5.46524,5.29123,6.02496,21.1043,16.8254,0.254311,1
14.9117,6.69267,6.1954,6.75113,5.9766,6.06897,5.46524,5.29123,6.02496,7.63405,19.6392,16.7814,0.170294,1
15.4846,6.1954,6.75113,5.9766,6.06897,5.46524,5.29123,6.02496,7.63405,8.37449,18.9231,18.9502,-0.00143044,1
16.4947,6.75113,5.9766,6.06897,5.46524,5.29123,6.02496,7.63405,8.37449,8.59742,18.7967,22.0335,-0.146903,1
17.7475,5.9766,6.06897,5.46524,5.29123,6.02496,7.63405,8.37449,8.59742,9.80375,17.5108,24.606,-0.288351,1
18.9763,6.06897,5.46524,5.29123,6.02496,7.63405,8.37449,8.59742,9.80375,9.56927,16.8254,26.7757,-0.371614,1
19.9484,5.46524,5.29123,6.02496,7.63405,8.37449,8.59742,9.80375,9.56927,7.53901,16.7814,27.9704,-0.40003,1
20.3776,5.29123,6.02496,7.63405,8.37449,8.59742,9.80375,9.56927,7.53901,6.25331,18.9502,26.912,-0.295845,1
20.1657,6.02496,7.63405,8.37449,8.59742,9.80375,9.56927,7.53901,6.25331,6.72996,22.0335,23.3616,-0.0568493,1
19.4307,7.63405,8.37449,8.59742,9.80375,9.56927,7.53901,6.25331,6.72996,6.55092,24.606,20.5223,0.198988,1
18.3628,8.37449,8.59742,9.80375,9.56927,7.53901,6.25331,6.72996,6.55092,5.69518,26.7757,19.5342,0.370708,1
17.2234,8.59742,9.80375,9.56927,7.53901,6.25331,6.72996,6.55092,5.69518,6.19147,27.9704,18.9761,0.473986,1
16.2038,9.80375,9.56927,7.53901,6.25331,6.72996,6.55092,5.69518,6.19147,5.62512,26.912,18.4376,0.459631,1
15.6571,9.56927,7.53901,6.25331,6.72996,6.55092,5.69518,6.19147,5.62512,6.81648,23.3616,17.5118,0.334051,1
16.0876,7.53901,6.25331,6.72996,6.55092,5.69518,6.19147,5.62512,6.81648,8.47657,20.5223,18.6331,0.10139,1
17.4398,6.25331,6.72996,6.55092,5.69518,6.19147,5.62512,6.81648,8.47657,9.61293,19.5342,20.9182,-0.0661618,1
19.0171,6.72996,6.55092,5.69518,6.19147,5.62512,6.81648,8.47657,9.61293,9.02547,18.9761,24.906,-0.238092,1
20.2158,6.55092,5.69518,6.19147,5.62512,6.81648,8.47657,9.61293,9.02547,7.10148,18.4376,27.115,-0.320023,1
20.7109,5.69518,6.19147,5.62512,6.81648,8.47657,9.61293,9.02547,7.10148,5.62726,17.5118,25.7399,-0.319664,1
20.3173,6.19147,5.62512,6.81648,8.47657,9.61293,9.02547,7.10148,5.62726,5.63099,18.6331,21.7542,-0.143473,1
19.2172,5.62512,6.81648,8.47657,9.61293,9.02547,7.10148,5.62726,5.63099,6.00155,20.9182,18.3597,0.13935,1
17.7016,6.81648,8.47657,9.61293,9.02547,7.10148,5.62726,5.63099,6.00155,5.00318,24.906,17.2598,0.443005,1
15.9248,8.47657,9.61293,9.02547,7.10148,5.62726,5.63099,6.00155,5.00318,5.14527,27.115,16.6357,0.629925,1
14.3623,9.61293,9.02547,7.10148,5.62726,5.63099,6.00155,5.00318,5.14527,6.15359,25.7399,16.15,0.5938,1
13.9937,9.02547,7.10148,5.62726,5.63099,6.00155,5.00318,5.14527,6.15359,9.43365,21.7542,16.302,0.334448,1
15.3702,7.10148,5.62726,5.63099,6.00155,5.00318,5.14527,6.15359,9.43365,11.1841,18.3597,20.7325,-0.114447,1
17.9202,5.62726,5.63099,6.00155,5.00318,5.14527,6.15359,9.43365,11.1841,12.1836,17.2598,26.7713,-0.355288,1
