4.42732,0.675471,0.152865,0.0388279,0.182271,0.058626,0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,cluster
0.675471,0.152865,0.0388279,0.182271,0.058626,0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,2
0.152865,0.0388279,0.182271,0.058626,0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,2
0.0388279,0.182271,0.058626,0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,8
0.182271,0.058626,0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,8
0.058626,0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,8
0.300678,0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,1
0.776193,1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,1
1.49192,2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,1
2.93858,3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,6.78383,1
3.947,4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,6.78383,5.24313,7
4.5823,5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,6.78383,5.24313,4.02649,7
5.71605,6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,6.78383,5.24313,4.02649,3.57825,7
6.38581,6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,6.78383,5.24313,4.02649,3.57825,3.30732,7
6.07681,6.35527,5.58661,3.83441,2.75503,2.0954,1.68694,6.7159,11.42,14.7511,14.1423,13.8626,13.6405,10.004,6.78383,5.24313,4.02649,3.57825,3.30732,4.99917,4
